date,product with quantity,price
11-03-2015,Old Spice After Shave Lotion Original (100ml),185.00
11-03-2015,Old Spice After Shave Lotion Original (150ml),171.00
11-03-2015,Old Spice After Shave Lotion Original (50ml),107.00
11-03-2015,Old Spice Lather Shaving Cream Fresh Lime (30g),32.00
11-03-2015,Old Spice Lather Shaving Cream Fresh Lime (70g),55.00
11-03-2015,Old Spice Lather Shaving Cream Musk (30g),32.00
11-03-2015,Old Spice Lather Shaving Cream Musk (70g),57.00
11-03-2015,Old Spice Lather Shaving Cream Original (30g),32.00
11-03-2015,Old Spice Lather Shaving Cream Original (70g),57.00
11-03-2015,Old Spice Shave Foam Fresh Lime (250g),191.00
11-03-2015,Old Spice Shave Foam Musk (250g),191.00
11-03-2015,Old Spice Shave Foam Original (250g),191.00
11-03-2015,Palmolive Shave Cream Fresh Lemon (30g),29.00
11-03-2015,Palmolive Shave Cream Fresh Lemon (70g),55.00
11-03-2015,Palmolive Shave Cream Moisturising Deluxe (30g),29.00
11-03-2015,Palmolive Shave Cream Moisturising Deluxe (70g),55.00
11-03-2015,Park Avenue After Shave Lotion Ace (50ml),102.00
11-03-2015,Park Avenue Cool Blue Lather Shave Cream (70g),61.00
11-03-2015,Biotique Bio Berry Lip Balm (16g),94.00
11-03-2015,Biotique Bio Aloe Vera Lip Balm (16g),97.00
11-03-2015,Biotique Bio Morning Nectar Lip Balm (16g),97.00
11-03-2015,Himalaya Herbals Strawberry Shine Lip Balm (4.5g),114.00
11-03-2015,Himalaya Herbals Natural Intensive Lip Balm (4.5g),73.00
11-03-2015,Himalaya Herbals Natural Sun Protection Lip Balm (4.5g),97.00
11-03-2015,Natures Essence Strawberry Lip Balm With SPF-30,49.00
11-03-2015,Nivea Pearly Shine Lip Care (4.8g),155.00
11-03-2015,Nivea Soft Rose Lip Care (4.8g),132.00
11-03-2015,Vaseline Lip Therapy Aloe Vera (4g),147.00
11-03-2015,Vaseline Lip Therapy Cocoa Butter (4g),147.00
11-03-2015,Vaseline Lip Therapy Original (4g),147.00
11-03-2015,Vaseline Petroleum  Jelly (21g),31.00
11-03-2015,Biotique Bio Winter Green Spot Correcting Cream (16g),189.00
11-03-2015,Olay Age Protect Anti Ageing Cream (18g),146.00
11-03-2015,Olay Age Protect Anti Ageing Cream (40g),269.00
11-03-2015,Olay Total Effect 7 in 1 Anti Ageing Day Cream (20g),342.00
11-03-2015,Olay Total Effect 7 in 1 Anti Ageing Day Cream (8g),146.00
11-03-2015,Ponds Age Miracle (10g),108.00
11-03-2015,Biotique Bio Pineapple Oil Control Face Cleanser (120ml),146.00
11-03-2015,Biotique Bio Berberry Cleansing Lotion (120ml),145.00
11-03-2015,Dabur Gulabari Rose Glow Face Cleanser Spray (100ml),73.00
11-03-2015,New Exo Dish Shine (225ml),38.00
11-03-2015,Exo Safai Dishwash Scrub Big Size,14.00
11-03-2015,Exo Safai Stainless Steel Scrubber,15.00
11-03-2015,New Exo Dish Shine Liquid (80ml),10.00
11-03-2015,Harpic Flushmatic Aquamarine (100g),93.00
11-03-2015,Lizol Disinfectant Surface Cleaner Sandal (500ml),66.00
11-03-2015,Neutrogena Deep Clean Facial Cleanser (200ml),343.00
11-03-2015,Neutrogena Deep Clean Facial Cleanser (50ml),93.00
11-03-2015,Neutrogena Deep Clean Foaming Cleanser (100g),166.00
11-03-2015,Neutrogena Deep Clean Foaming Cleanser (50g),93.00
11-03-2015,Olay Clarity Fresh Cleanser Oily Combination (100g),132.00
11-03-2015,Olay Clarity Fresh Cleanser Oily Combination (18g),34.00
11-03-2015,Olay Clarity Fresh Cleanser Oily Combination (50g),67.00
11-03-2015,Olay Natural White Foaming Cleanser (50g),97.00
11-03-2015,Olay Total Effects 7 in 1 Foaming Cleanser (50g),127.00
